company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
Alcoa Corp,5051045063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,43.981481481481474,31/12/2020,255,P1Y,Clarity AI,,E,United States
Vale Indonesia Tbk PT,4295874391,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,97.22222222222221,31/12/2020,255,P1Y,Clarity AI,,E,Indonesia
ITC Ltd,4295872425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,58.33333333333333,31/12/2017,255,P1Y,Clarity AI,31/12/2017 0:00,E,India
Alcoa Corp,5051045063,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,93.12977099236642,31/12/2019,255,P1Y,Clarity AI,,E,United States
Chevron Corp,4295903744,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,94.11764705882352,31/12/2016,255,P1Y,Clarity AI,,E,United States
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,62.59541984732824,31/12/2019,254,P1Y,Clarity AI,,E,United States
Nexteer Automotive Group Ltd,5040049273,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,18.055555555555557,31/12/2020,254,P1Y,Clarity AI,,E,United States
Newcrest Mining Ltd,4295857460,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87.6923076923077,31/12/2022,254,P1Y,Clarity AI,31/12/2022 0:00,E,Australia
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,94.9074074074074,31/12/2020,254,P1Y,Clarity AI,,E,France
Newcrest Mining Ltd,4295857460,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,84.72222222222221,31/12/2020,254,P1Y,Clarity AI,,E,Australia
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,67.3076923076923,31/12/2017,254,P1Y,Clarity AI,31/12/2017 0:00,E,United States
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20.207253886010367,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.716417910447758,31/12/2018,254,P1Y,Clarity AI,,E,United States
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,60.62176165803108,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10.687022900763354,31/12/2019,254,P1Y,Clarity AI,,E,Australia
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.692307692307687,31/12/2017,254,P1Y,Clarity AI,,E,Australia
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,91.02564102564102,31/12/2017,254,P1Y,Clarity AI,,E,France
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,66.66666666666667,31/12/2016,254,P1Y,Clarity AI,,E,United States
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,19.444444444444443,31/12/2020,254,P1Y,Clarity AI,,E,United States
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9.701492537313428,31/12/2018,254,P1Y,Clarity AI,,E,Australia
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,93.28358208955224,31/12/2018,254,P1Y,Clarity AI,,E,France
American Airlines Group Inc,4295903254,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,22.27979274611399,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Newcrest Mining Ltd,4295857460,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,75.57251908396947,31/12/2019,254,P1Y,Clarity AI,,E,Australia
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5.882352941176472,31/12/2016,254,P1Y,Clarity AI,,E,United States
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,89.11917098445596,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,France
Uni-President Enterprises Corp,4295891064,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,36.111111111111114,31/12/2020,254,P1Y,Clarity AI,,E,"Taiwan, China"
Newcrest Mining Ltd,4295857460,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,81.86528497409327,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
Uni-President Enterprises Corp,4295891064,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20.512820512820518,31/12/2017,254,P1Y,Clarity AI,31/12/2017 0:00,E,"Taiwan, China"
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.633587786259543,31/12/2019,254,P1Y,Clarity AI,,E,United States
Larsen and Toubro Ltd,4295872412,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,23.148148148148152,31/12/2020,254,P1Y,Clarity AI,,E,India
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,62.68656716417911,31/12/2018,254,P1Y,Clarity AI,,E,United States
Qualcomm Inc,4295907706,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4.487179487179482,31/12/2017,254,P1Y,Clarity AI,,E,United States
Hewlett Packard Enterprise Co,5046390586,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,36.269430051813465,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Larsen and Toubro Ltd,4295872412,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15.384615384615385,31/12/2017,254,P1Y,Clarity AI,31/12/2017 0:00,E,India
Larsen and Toubro Ltd,4295872412,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10.447761194029848,31/12/2018,254,P1Y,Clarity AI,,E,India
Nufarm Ltd,4295858843,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,22.22222222222222,31/12/2020,254,P1Y,Clarity AI,,E,Australia
TotalEnergies SE,5001170594,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,91.6030534351145,31/12/2019,254,P1Y,Clarity AI,,E,France
American Airlines Group Inc,4295903254,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,24.615384615384617,31/12/2022,254,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Uni-President Enterprises Corp,4295891064,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,28.497409326424872,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
Uni-President Enterprises Corp,4295891064,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15.384615384615385,31/12/2022,254,P1Y,Clarity AI,31/12/2022 0:00,E,"Taiwan, China"
Larsen and Toubro Ltd,4295872412,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9.92366412213741,31/12/2019,254,P1Y,Clarity AI,,E,India
Hess Corp,4295903355,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,63.888888888888886,31/12/2020,254,P1Y,Clarity AI,,E,United States
American Airlines Group Inc,4295903254,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,24.07407407407407,31/12/2020,254,P1Y,Clarity AI,,E,United States
Nexteer Automotive Group Ltd,5040049273,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15.025906735751294,31/12/2021,254,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Ambuja Cements Ltd,4295873304,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,67.64705882352942,31/12/2016,253,P1Y,Clarity AI,,E,India
Compagnie de Saint Gobain SA,4295867362,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,83.97435897435898,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,France
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,77.56410256410257,31/12/2017,253,P1Y,Clarity AI,,E,Argentina
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,44.029850746268664,31/12/2018,253,P1Y,Clarity AI,,E,Mexico
Dupont De Nemours Inc,5050895314,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32.12435233160622,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Viscofan SA,4295889294,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.3419689119171,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Compagnie de Saint Gobain SA,4295867362,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,89.23076923076923,31/12/2022,253,P1Y,Clarity AI,31/12/2022 0:00,E,France
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,26.282051282051277,31/12/2017,253,P1Y,Clarity AI,,E,Japan
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29.007633587786263,31/12/2019,253,P1Y,Clarity AI,,E,Japan
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,35.75129533678757,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Germany
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,82.38341968911918,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Argentina
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,30.597014925373134,31/12/2018,253,P1Y,Clarity AI,,E,Japan
CNH Industrial NV,5039844145,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32.692307692307686,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Netherlands
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,71.56862745098039,31/12/2016,253,P1Y,Clarity AI,,E,Argentina
Harmony Gold Mining Company Ltd,4295889088,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,23.316062176165808,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,South Africa
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32.30769230769231,31/12/2022,253,P1Y,Clarity AI,31/12/2022 0:00,E,Germany
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,55.223880597014926,31/12/2018,253,P1Y,Clarity AI,,E,Italy
Ambuja Cements Ltd,4295873304,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,58.2089552238806,31/12/2018,253,P1Y,Clarity AI,,E,India
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,76.86567164179104,31/12/2018,253,P1Y,Clarity AI,,E,Argentina
Nokia Oyj,4295866480,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,17.098445595854926,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Finland
YPF SA,4295856055,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87.96296296296296,31/12/2020,253,P1Y,Clarity AI,,E,Argentina
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,57.05128205128205,31/12/2017,253,P1Y,Clarity AI,,E,Italy
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,50.46296296296296,31/12/2020,253,P1Y,Clarity AI,,E,Japan
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,30.76923076923077,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Germany
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,47.692307692307686,31/12/2022,253,P1Y,Clarity AI,31/12/2022 0:00,E,Mexico
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,52.67175572519084,31/12/2019,253,P1Y,Clarity AI,,E,Italy
Bharat Petroleum Corporation Ltd,4295872490,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,88.88888888888889,31/12/2020,253,P1Y,Clarity AI,,E,India
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,56.01851851851851,31/12/2020,253,P1Y,Clarity AI,,E,Mexico
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,61.13989637305699,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Italy
Compagnie de Saint Gobain SA,4295867362,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,90.27777777777779,31/12/2020,253,P1Y,Clarity AI,,E,France
Orron Energy AB,4295890400,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,23.076923076923073,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Sweden
Ambuja Cements Ltd,4295873304,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,69.9074074074074,31/12/2020,253,P1Y,Clarity AI,,E,India
Edison SpA,4295875687,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,64.81481481481481,31/12/2020,253,P1Y,Clarity AI,,E,Italy
LIXIL Corp,4295876396,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,46.1139896373057,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Japan
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,24.50980392156863,31/12/2016,253,P1Y,Clarity AI,,E,Germany
Viscofan SA,4295889294,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,40.0,31/12/2022,253,P1Y,Clarity AI,31/12/2022 0:00,E,Spain
Green Plains Inc,4295899267,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,49.53703703703704,31/12/2020,253,P1Y,Clarity AI,,E,United States
Orron Energy AB,4295890400,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32.407407407407405,31/12/2020,253,P1Y,Clarity AI,,E,Sweden
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.86010362694301,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Mexico
Orron Energy AB,4295890400,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,23.134328358208954,31/12/2018,253,P1Y,Clarity AI,,E,Sweden
Dupont De Nemours Inc,5050895314,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,59.25925925925925,31/12/2020,253,P1Y,Clarity AI,,E,United States
Outokumpu Oyj,4295866315,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,41.17647058823529,31/12/2016,253,P1Y,Clarity AI,,E,Finland
Nokia Oyj,4295866480,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12.82051282051282,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Finland
Green Plains Inc,4295899267,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,48.186528497409334,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Orron Energy AB,4295890400,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20.610687022900763,31/12/2019,253,P1Y,Clarity AI,31/12/2019 0:00,E,Sweden
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,41.666666666666664,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Mexico
Harmony Gold Mining Company Ltd,4295889088,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,62.5,31/12/2020,253,P1Y,Clarity AI,,E,South Africa
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,40.74074074074075,31/12/2020,253,P1Y,Clarity AI,,E,Germany
Outokumpu Oyj,4295866315,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,50.74626865671642,31/12/2018,253,P1Y,Clarity AI,,E,Finland
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,35.29411764705882,31/12/2016,253,P1Y,Clarity AI,,E,Mexico
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32.06106870229007,31/12/2019,253,P1Y,Clarity AI,,E,Mexico
Outokumpu Oyj,4295866315,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,58.796296296296305,31/12/2020,253,P1Y,Clarity AI,,E,Finland
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,28.358208955223883,31/12/2018,253,P1Y,Clarity AI,,E,Germany
CNH Industrial NV,5039844145,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,45.59585492227979,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Netherlands
CNH Industrial NV,5039844145,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,41.666666666666664,31/12/2020,253,P1Y,Clarity AI,,E,Netherlands
Outokumpu Oyj,4295866315,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,50.0,31/12/2017,253,P1Y,Clarity AI,,E,Finland
Compagnie de Saint Gobain SA,4295867362,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,86.01036269430051,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,France
Winbond Electronics Corp,4295891506,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,16.580310880829018,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,25.954198473282442,31/12/2019,253,P1Y,Clarity AI,,E,Germany
Ambuja Cements Ltd,4295873304,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,69.87179487179486,31/12/2017,253,P1Y,Clarity AI,,E,India
Bharat Petroleum Corporation Ltd,4295872490,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,80.82901554404145,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,India
Nokia Oyj,4295866480,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20.833333333333336,31/12/2020,253,P1Y,Clarity AI,,E,Finland
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,35.256410256410255,31/12/2017,252,P1Y,Clarity AI,,E,United States
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,54.629629629629626,31/12/2020,252,P1Y,Clarity AI,,E,Switzerland
Kinder Morgan Inc,4298464085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,58.33333333333333,31/12/2020,252,P1Y,Clarity AI,,E,United States
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,42.48704663212435,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,14.925373134328357,31/12/2018,252,P1Y,Clarity AI,,E,Sweden
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15.267175572519086,31/12/2019,252,P1Y,Clarity AI,,E,Sweden
Eurazeo SE,4295867940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,67.16417910447761,31/12/2018,252,P1Y,Clarity AI,,E,France
Taiwan Semiconductor Manufacturing Co Ltd,4295891425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,40.932642487046635,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,40.29850746268657,31/12/2018,252,P1Y,Clarity AI,,E,Switzerland
Taiwan Semiconductor Manufacturing Co Ltd,4295891425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,41.20370370370371,31/12/2020,252,P1Y,Clarity AI,,E,"Taiwan, China"
Eurazeo SE,4295867940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,74.53703703703704,31/12/2020,252,P1Y,Clarity AI,,E,France
Kinder Morgan Inc,4298464085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,53.84615384615385,31/12/2022,252,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Taiwan Semiconductor Manufacturing Co Ltd,4295891425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,27.564102564102566,31/12/2017,252,P1Y,Clarity AI,31/12/2017 0:00,E,"Taiwan, China"
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,35.07462686567165,31/12/2018,252,P1Y,Clarity AI,,E,United States
Lonza Group AG,5000030891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29.166666666666664,31/12/2020,252,P1Y,Clarity AI,,E,Switzerland
Lonza Group AG,5000030891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29.53367875647669,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,Switzerland
Eurazeo SE,4295867940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,51.28205128205128,31/12/2017,252,P1Y,Clarity AI,31/12/2017 0:00,E,France
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.167938931297705,31/12/2019,252,P1Y,Clarity AI,,E,Switzerland
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,40.19607843137255,31/12/2016,252,P1Y,Clarity AI,,E,Switzerland
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,43.05555555555556,31/12/2020,252,P1Y,Clarity AI,,E,United States
Kinder Morgan Inc,4298464085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,53.36787564766839,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,43.58974358974359,31/12/2017,252,P1Y,Clarity AI,31/12/2017 0:00,E,Switzerland
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12.17948717948718,31/12/2017,252,P1Y,Clarity AI,,E,Sweden
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,48.0392156862745,31/12/2016,252,P1Y,Clarity AI,,E,United States
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,30.051813471502587,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,Sweden
Lonza Group AG,5000030891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,16.793893129770986,31/12/2019,252,P1Y,Clarity AI,,E,Switzerland
Eurazeo SE,4295867940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,65.64885496183206,31/12/2019,252,P1Y,Clarity AI,,E,France
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,27.314814814814813,31/12/2020,252,P1Y,Clarity AI,,E,Sweden
Lonza Group AG,5000030891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,26.865671641791046,31/12/2018,252,P1Y,Clarity AI,,E,Switzerland
Carnival PLC,4295896208,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,97.05882352941177,31/12/2016,251,P1Y,Clarity AI,,E,United Kingdom
Carnival PLC,4295896208,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,84.25925925925925,31/12/2020,251,P1Y,Clarity AI,,E,United Kingdom
