company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
Hershey Co,4295904171,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.15,31/12/2021,261,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Synthomer PLC,4295894935,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,158.3,31/12/2017,261,P1Y,Clarity AI,,E,United Kingdom
Synthomer PLC,4295894935,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,267,31/12/2020,261,P1Y,Clarity AI,,E,United Kingdom
Hershey Co,4295904171,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.5,31/12/2020,261,P1Y,Clarity AI,,E,United States
Airbus SE,4295884955,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15,31/12/2019,261,P1Y,Clarity AI,,E,Netherlands
Synthomer PLC,4295894935,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,140.6,31/12/2016,261,P1Y,Clarity AI,,E,United Kingdom
Synthomer PLC,4295894935,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,100.7,31/12/2019,261,P1Y,Clarity AI,,E,United Kingdom
Yara International ASA,4295885383,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1981,31/12/2017,261,P1Y,Clarity AI,,E,Norway
Cabot Corp,4295903628,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,41800,31/12/2016,261,P1Y,Clarity AI,,E,United States
Hershey Co,4295904171,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.4,31/12/2019,261,P1Y,Clarity AI,,E,United States
Airbus SE,4295884955,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15,31/12/2016,261,P1Y,Clarity AI,,E,Netherlands
Yara International ASA,4295885383,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2800,31/12/2018,261,P1Y,Clarity AI,,E,Norway
Barloworld Ltd,4295888508,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,89,31/12/2020,261,P1Y,Clarity AI,,E,South Africa
Airbus SE,4295884955,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15,31/12/2017,261,P1Y,Clarity AI,,E,Netherlands
Hershey Co,4295904171,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.58,31/12/2017,261,P1Y,Clarity AI,31/12/2017 0:00,E,United States
IRPC PCL,4295892850,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2164,31/12/2016,260,P1Y,Clarity AI,,E,Thailand
Baxter International Inc,4295903531,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,113,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Hannon Armstrong Sustainable Infrastructure Capital Inc,5038068972,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,United States
IRPC PCL,4295892850,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1566,31/12/2018,260,P1Y,Clarity AI,,E,Thailand
EQT Corp,4295903940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7.998,31/12/2022,260,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Mondi PLC,4295898932,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1276,31/12/2019,260,P1Y,Clarity AI,,E,United Kingdom
IRPC PCL,4295892850,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1377,31/12/2020,260,P1Y,Clarity AI,,E,Thailand
Sika AG,4295890591,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.9,31/12/2022,260,P1Y,Clarity AI,31/12/2022 0:00,E,Switzerland
Mondi PLC,4295898932,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1985,31/12/2016,260,P1Y,Clarity AI,,E,United Kingdom
Zijin Mining Group Co Ltd,4295865468,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1483.64,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,China
Novatek PAO,4295886976,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,77.4,31/12/2020,260,P1Y,Clarity AI,,E,Russian Federation
Eni SpA,4295875633,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8368,31/12/2017,260,P1Y,Clarity AI,31/12/2017 0:00,E,Italy
Mondi PLC,4295898932,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1567,31/12/2018,260,P1Y,Clarity AI,,E,United Kingdom
IRPC PCL,4295892850,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2154,31/12/2017,260,P1Y,Clarity AI,31/12/2017 0:00,E,Thailand
Mondi PLC,4295898932,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1242,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,United Kingdom
Orbia Advance Corporation SAB de CV,4295884319,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1181,31/12/2019,260,P1Y,Clarity AI,31/12/2019 0:00,E,Mexico
Innolux Corp,4295892065,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,49.1,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
Orbia Advance Corporation SAB de CV,4295884319,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,952,31/12/2020,260,P1Y,Clarity AI,,E,Mexico
DRDGOLD Ltd,4295889105,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3158,31/12/2018,260,P1Y,Clarity AI,,E,South Africa
Innolux Corp,4295892065,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,44.9,31/12/2018,260,P1Y,Clarity AI,,E,"Taiwan, China"
Baxter International Inc,4295903531,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,132,31/12/2016,260,P1Y,Clarity AI,,E,United States
Mondi PLC,4295898932,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1447,31/12/2017,260,P1Y,Clarity AI,,E,United Kingdom
Carlsberg A/S,4295866057,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,731,31/12/2017,260,P1Y,Clarity AI,31/12/2017 0:00,E,Denmark
Orbia Advance Corporation SAB de CV,4295884319,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1257,31/12/2017,260,P1Y,Clarity AI,31/12/2017 0:00,E,Mexico
Carlsberg A/S,4295866057,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,446,31/12/2019,260,P1Y,Clarity AI,,E,Denmark
DRDGOLD Ltd,4295889105,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3105,31/12/2017,260,P1Y,Clarity AI,31/12/2017 0:00,E,South Africa
Eni SpA,4295875633,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,18500,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,Italy
Novatek PAO,4295886976,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20.14,31/12/2016,260,P1Y,Clarity AI,,E,Russian Federation
Carlsberg A/S,4295866057,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,509,31/12/2018,260,P1Y,Clarity AI,,E,Denmark
DRDGOLD Ltd,4295889105,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3400,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,South Africa
Carlsberg A/S,4295866057,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,815,31/12/2016,260,P1Y,Clarity AI,,E,Denmark
Novatek PAO,4295886976,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,29.765,31/12/2017,260,P1Y,Clarity AI,,E,Russian Federation
Eni SpA,4295875633,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15300,31/12/2020,260,P1Y,Clarity AI,,E,Italy
Baxter International Inc,4295903531,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,131,31/12/2018,260,P1Y,Clarity AI,,E,United States
Innolux Corp,4295892065,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,30.79,31/12/2019,260,P1Y,Clarity AI,,E,"Taiwan, China"
Carlsberg A/S,4295866057,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,422,31/12/2020,260,P1Y,Clarity AI,,E,Denmark
Baxter International Inc,4295903531,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,134,31/12/2020,260,P1Y,Clarity AI,,E,United States
IRPC PCL,4295892850,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1147,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,Thailand
Carlsberg A/S,4295866057,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,411,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,Denmark
Innolux Corp,4295892065,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,46.2,31/12/2016,260,P1Y,Clarity AI,,E,"Taiwan, China"
Baxter International Inc,4295903531,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,170,31/12/2017,260,P1Y,Clarity AI,,E,United States
Novatek PAO,4295886976,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,76,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,Russian Federation
EQT Corp,4295903940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.77,31/12/2020,260,P1Y,Clarity AI,,E,United States
Mondi PLC,4295898932,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1399,31/12/2022,260,P1Y,Clarity AI,31/12/2022 0:00,E,United Kingdom
Novatek PAO,4295886976,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,33,31/12/2018,260,P1Y,Clarity AI,,E,Russian Federation
DRDGOLD Ltd,4295889105,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3126,31/12/2020,260,P1Y,Clarity AI,,E,South Africa
Orbia Advance Corporation SAB de CV,4295884319,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1075,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,Mexico
IRPC PCL,4295892850,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1800,31/12/2019,260,P1Y,Clarity AI,,E,Thailand
EQT Corp,4295903940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7,31/12/2021,260,P1Y,Clarity AI,31/12/2021 0:00,E,United States
DRDGOLD Ltd,4295889105,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3495,31/12/2019,260,P1Y,Clarity AI,,E,South Africa
Mondi PLC,4295898932,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1059,31/12/2020,260,P1Y,Clarity AI,,E,United Kingdom
Innolux Corp,4295892065,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.3,31/12/2017,260,P1Y,Clarity AI,31/12/2017 0:00,E,"Taiwan, China"
Orbia Advance Corporation SAB de CV,4295884319,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1355,31/12/2018,260,P1Y,Clarity AI,,E,Mexico
Zijin Mining Group Co Ltd,4295865468,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1344.86,31/12/2020,260,P1Y,Clarity AI,,E,China
DRDGOLD Ltd,4295889105,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3151,31/12/2022,260,P1Y,Clarity AI,31/12/2022 0:00,E,South Africa
Baxter International Inc,4295903531,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,126,31/12/2019,260,P1Y,Clarity AI,,E,United States
Innolux Corp,4295892065,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,46.4,31/12/2020,260,P1Y,Clarity AI,,E,"Taiwan, China"
Conocophillips,4295903051,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4800,31/12/2018,259,P1Y,Clarity AI,,E,United States
Stepan Co,4295904979,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,39,31/12/2020,259,P1Y,Clarity AI,,E,United States
BRF SA,4295859753,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,130.39,31/12/2022,259,P1Y,Clarity AI,31/12/2022 0:00,E,Brazil
Conocophillips,4295903051,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4200,31/12/2017,259,P1Y,Clarity AI,,E,United States
Conocophillips,4295903051,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2900,31/12/2021,259,P1Y,Clarity AI,31/12/2021 0:00,E,United States
BRF SA,4295859753,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,262.61,31/12/2019,259,P1Y,Clarity AI,,E,Brazil
BRF SA,4295859753,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,140.94,31/12/2018,259,P1Y,Clarity AI,,E,Brazil
Stepan Co,4295904979,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,52.15,31/12/2021,259,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Conocophillips,4295903051,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2700,31/12/2020,259,P1Y,Clarity AI,,E,United States
Conocophillips,4295903051,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7300,31/12/2016,259,P1Y,Clarity AI,,E,United States
BRF SA,4295859753,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,208.62,31/12/2020,259,P1Y,Clarity AI,,E,Brazil
Huabao International Holdings Ltd,4295871738,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12.1522,31/12/2019,258,P1Y,Clarity AI,,E,Bermuda
Capital Power Corp,4298491670,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20565,31/12/2020,258,P1Y,Clarity AI,,E,Canada
Packaging Corp of America,4295912229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2400,31/12/2021,258,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Lundin Mining Corp,5000000011,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.772,31/12/2021,258,P1Y,Clarity AI,31/12/2021 0:00,E,Canada
Packaging Corp of America,4295912229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1500,31/12/2019,258,P1Y,Clarity AI,,E,United States
Solvay SA,4295859421,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3449,31/12/2021,258,P1Y,Clarity AI,31/12/2021 0:00,E,Belgium
Capital Power Corp,4298491670,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,17926,31/12/2022,258,P1Y,Clarity AI,31/12/2022 0:00,E,Canada
Capital Power Corp,4298491670,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,21900,31/12/2017,258,P1Y,Clarity AI,,E,Canada
Huabao International Holdings Ltd,4295871738,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10.269,31/12/2021,258,P1Y,Clarity AI,31/12/2021 0:00,E,Bermuda
Arkema SA,4295867361,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2020,31/12/2021,258,P1Y,Clarity AI,31/12/2021 0:00,E,France
Wharf Real Estate Investment Company Ltd,5057798282,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.0364,31/12/2022,258,P1Y,Clarity AI,31/12/2022 0:00,E,"Hong Kong SAR, China"
Capital Power Corp,4298491670,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,15500,31/12/2021,258,P1Y,Clarity AI,31/12/2021 0:00,E,Canada
Solvay SA,4295859421,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4573,31/12/2017,258,P1Y,Clarity AI,,E,Belgium
Wharf Real Estate Investment Company Ltd,5057798282,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.0384,31/12/2021,258,P1Y,Clarity AI,31/12/2021 0:00,E,"Hong Kong SAR, China"
Huabao International Holdings Ltd,4295871738,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,26.23,31/12/2020,258,P1Y,Clarity AI,,E,Bermuda
Packaging Corp of America,4295912229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2000,31/12/2017,258,P1Y,Clarity AI,,E,United States
Packaging Corp of America,4295912229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1400,31/12/2018,258,P1Y,Clarity AI,,E,United States
Solvay SA,4295859421,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2900,31/12/2020,258,P1Y,Clarity AI,,E,Belgium
Solvay SA,4295859421,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2888,31/12/2019,258,P1Y,Clarity AI,,E,Belgium
Packaging Corp of America,4295912229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1900,31/12/2016,258,P1Y,Clarity AI,,E,United States
Arkema SA,4295867361,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1260,31/12/2020,258,P1Y,Clarity AI,,E,France
Capital Power Corp,4298491670,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,20666,31/12/2018,258,P1Y,Clarity AI,,E,Canada
Solvay SA,4295859421,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5343,31/12/2016,258,P1Y,Clarity AI,,E,Belgium
Capital Power Corp,4298491670,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,21600,31/12/2016,258,P1Y,Clarity AI,,E,Canada
Capital Power Corp,4298491670,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,19981,31/12/2019,258,P1Y,Clarity AI,,E,Canada
UPM-Kymmene Oyj,4295866353,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1100,31/12/2019,258,P1Y,Clarity AI,,E,Finland
UPM-Kymmene Oyj,4295866353,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1000,31/12/2020,258,P1Y,Clarity AI,,E,Finland
UPM-Kymmene Oyj,4295866353,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,880,31/12/2022,258,P1Y,Clarity AI,31/12/2022 0:00,E,Finland
Solvay SA,4295859421,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3750,31/12/2018,258,P1Y,Clarity AI,,E,Belgium
Packaging Corp of America,4295912229,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2100,31/12/2020,258,P1Y,Clarity AI,,E,United States
Huabao International Holdings Ltd,4295871738,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,25.5521,31/12/2018,258,P1Y,Clarity AI,,E,Bermuda
UPM-Kymmene Oyj,4295866353,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,820,31/12/2021,258,P1Y,Clarity AI,31/12/2021 0:00,E,Finland
MOL Magyar Olajes Gazipari Nyrt,4295872095,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8996,31/12/2017,257,P1Y,Clarity AI,,E,Hungary
Havells India Ltd,4295873645,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.15,31/12/2019,257,P1Y,Clarity AI,,E,India
Shun Tak Holdings Ltd,4295871257,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,95.164,31/12/2019,257,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Kao Corp,4295877427,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,72,31/12/2016,257,P1Y,Clarity AI,,E,Japan
Impala Platinum Holdings Ltd,4295889091,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,56383,31/12/2018,257,P1Y,Clarity AI,,E,South Africa
Kao Corp,4295877427,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,168,31/12/2018,257,P1Y,Clarity AI,,E,Japan
Havells India Ltd,4295873645,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.2,31/12/2017,257,P1Y,Clarity AI,31/12/2017 0:00,E,India
MOL Magyar Olajes Gazipari Nyrt,4295872095,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3409,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,Hungary
Havells India Ltd,4295873645,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.22,31/12/2016,257,P1Y,Clarity AI,31/12/2016 0:00,E,India
PTT Exploration and Production PCL,4295892969,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,329,31/12/2019,257,P1Y,Clarity AI,31/12/2019 0:00,E,Thailand
A2A SpA,5000005309,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,539.4,31/12/2020,257,P1Y,Clarity AI,,E,Italy
A2A SpA,5000005309,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3041,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,Italy
Havells India Ltd,4295873645,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.2,31/12/2021,257,P1Y,Clarity AI,31/12/2021 0:00,E,India
Kao Corp,4295877427,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,76,31/12/2017,257,P1Y,Clarity AI,,E,Japan
PTT Exploration and Production PCL,4295892969,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,416,31/12/2018,257,P1Y,Clarity AI,31/12/2018 0:00,E,Thailand
Kao Corp,4295877427,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,53,31/12/2020,257,P1Y,Clarity AI,,E,Japan
Gildan Activewear Inc,5000631312,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,498.8,31/12/2017,257,P1Y,Clarity AI,,E,Canada
Gildan Activewear Inc,5000631312,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,517.2,31/12/2018,257,P1Y,Clarity AI,,E,Canada
Biogen Inc,4295906748,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.9,31/12/2020,257,P1Y,Clarity AI,,E,United States
Eva Airways Corp,4295892112,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,31,31/12/2022,257,P1Y,Clarity AI,31/12/2022 0:00,E,"Taiwan, China"
Kimberly-Clark Corp,4295904369,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1319,31/12/2019,257,P1Y,Clarity AI,,E,United States
PTT Exploration and Production PCL,4295892969,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,418,31/12/2017,257,P1Y,Clarity AI,31/12/2017 0:00,E,Thailand
Gildan Activewear Inc,5000631312,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,552.5,31/12/2016,257,P1Y,Clarity AI,,E,Canada
MOL Magyar Olajes Gazipari Nyrt,4295872095,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3835,31/12/2020,257,P1Y,Clarity AI,,E,Hungary
Impala Platinum Holdings Ltd,4295889091,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,57460,31/12/2016,257,P1Y,Clarity AI,,E,South Africa
Havells India Ltd,4295873645,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.16,31/12/2018,257,P1Y,Clarity AI,,E,India
MOL Magyar Olajes Gazipari Nyrt,4295872095,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6367,31/12/2019,257,P1Y,Clarity AI,,E,Hungary
Impala Platinum Holdings Ltd,4295889091,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,57482,31/12/2017,257,P1Y,Clarity AI,,E,South Africa
Gildan Activewear Inc,5000631312,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,320.7,31/12/2019,257,P1Y,Clarity AI,,E,Canada
