company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,53,31/12/2016,253,P1Y,Clarity AI,,E,Germany
Viscofan SA,4295889294,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,32,31/12/2022,253,P1Y,Clarity AI,31/12/2022 0:00,E,Spain
Green Plains Inc,4295899267,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,98,31/12/2020,253,P1Y,Clarity AI,,E,United States
Orron Energy AB,4295890400,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,7,31/12/2020,253,P1Y,Clarity AI,,E,Sweden
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,30,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Mexico
Orron Energy AB,4295890400,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,25.8,31/12/2018,253,P1Y,Clarity AI,,E,Sweden
Dupont De Nemours Inc,5050895314,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,340,31/12/2020,253,P1Y,Clarity AI,,E,United States
Outokumpu Oyj,4295866315,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,380,31/12/2016,253,P1Y,Clarity AI,,E,Finland
Nokia Oyj,4295866480,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4.3,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Finland
Green Plains Inc,4295899267,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,87,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Orron Energy AB,4295890400,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8.2,31/12/2019,253,P1Y,Clarity AI,31/12/2019 0:00,E,Sweden
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,193,31/12/2017,253,P1Y,Clarity AI,31/12/2017 0:00,E,Mexico
Harmony Gold Mining Company Ltd,4295889088,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,410,31/12/2020,253,P1Y,Clarity AI,,E,South Africa
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,31,31/12/2020,253,P1Y,Clarity AI,,E,Germany
Outokumpu Oyj,4295866315,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,454,31/12/2018,253,P1Y,Clarity AI,,E,Finland
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,277,31/12/2016,253,P1Y,Clarity AI,,E,Mexico
Alpek SAB de CV,4296881366,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,94.7,31/12/2019,253,P1Y,Clarity AI,,E,Mexico
Outokumpu Oyj,4295866315,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,330,31/12/2020,253,P1Y,Clarity AI,,E,Finland
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,51,31/12/2018,253,P1Y,Clarity AI,,E,Germany
CNH Industrial NV,5039844145,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,57.8,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,Netherlands
CNH Industrial NV,5039844145,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.3,31/12/2020,253,P1Y,Clarity AI,,E,Netherlands
Outokumpu Oyj,4295866315,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,452,31/12/2017,253,P1Y,Clarity AI,,E,Finland
Compagnie de Saint Gobain SA,4295867362,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8372,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,France
Winbond Electronics Corp,4295891506,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.42,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
MTU Aero Engines AG,4295868681,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,36,31/12/2019,253,P1Y,Clarity AI,,E,Germany
Ambuja Cements Ltd,4295873304,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3239,31/12/2017,253,P1Y,Clarity AI,,E,India
Bharat Petroleum Corporation Ltd,4295872490,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5882.15,31/12/2021,253,P1Y,Clarity AI,31/12/2021 0:00,E,India
Nokia Oyj,4295866480,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.5,31/12/2020,253,P1Y,Clarity AI,,E,Finland
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,93,31/12/2017,252,P1Y,Clarity AI,,E,United States
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,248,31/12/2020,252,P1Y,Clarity AI,,E,Switzerland
Kinder Morgan Inc,4298464085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,300,31/12/2020,252,P1Y,Clarity AI,,E,United States
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,48,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.3,31/12/2018,252,P1Y,Clarity AI,,E,Sweden
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.2,31/12/2019,252,P1Y,Clarity AI,,E,Sweden
Eurazeo SE,4295867940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2550,31/12/2018,252,P1Y,Clarity AI,,E,France
Taiwan Semiconductor Manufacturing Co Ltd,4295891425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,39.48,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,180,31/12/2018,252,P1Y,Clarity AI,,E,Switzerland
Taiwan Semiconductor Manufacturing Co Ltd,4295891425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,38.13,31/12/2020,252,P1Y,Clarity AI,,E,"Taiwan, China"
Eurazeo SE,4295867940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1842,31/12/2020,252,P1Y,Clarity AI,,E,France
Kinder Morgan Inc,4298464085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,200,31/12/2022,252,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Taiwan Semiconductor Manufacturing Co Ltd,4295891425,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,43.87,31/12/2017,252,P1Y,Clarity AI,31/12/2017 0:00,E,"Taiwan, China"
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,103,31/12/2018,252,P1Y,Clarity AI,,E,United States
Lonza Group AG,5000030891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4,31/12/2020,252,P1Y,Clarity AI,,E,Switzerland
Lonza Group AG,5000030891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,Switzerland
Eurazeo SE,4295867940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,516,31/12/2017,252,P1Y,Clarity AI,31/12/2017 0:00,E,France
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,172,31/12/2019,252,P1Y,Clarity AI,,E,Switzerland
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,379,31/12/2016,252,P1Y,Clarity AI,,E,Switzerland
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,44,31/12/2020,252,P1Y,Clarity AI,,E,United States
Kinder Morgan Inc,4298464085,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,200,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,United States
Clariant AG,4295890576,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,241,31/12/2017,252,P1Y,Clarity AI,31/12/2017 0:00,E,Switzerland
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.5,31/12/2017,252,P1Y,Clarity AI,,E,Sweden
CSX Corp,4295903665,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,866,31/12/2016,252,P1Y,Clarity AI,,E,United States
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.2,31/12/2021,252,P1Y,Clarity AI,31/12/2021 0:00,E,Sweden
Lonza Group AG,5000030891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4,31/12/2019,252,P1Y,Clarity AI,,E,Switzerland
Eurazeo SE,4295867940,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2086,31/12/2019,252,P1Y,Clarity AI,,E,France
Granges AB,4295890016,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.1,31/12/2020,252,P1Y,Clarity AI,,E,Sweden
Lonza Group AG,5000030891,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,36.4,31/12/2018,252,P1Y,Clarity AI,,E,Switzerland
Carnival PLC,4295896208,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,98089,31/12/2016,251,P1Y,Clarity AI,,E,United Kingdom
Carnival PLC,4295896208,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5728,31/12/2020,251,P1Y,Clarity AI,,E,United Kingdom
Hong Kong and China Gas Co Ltd,4295871290,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,392.9,31/12/2018,251,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Kemira Oyj,4295866550,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,70,31/12/2018,251,P1Y,Clarity AI,,E,Finland
NWS Holdings Ltd,4295871291,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.6,31/12/2018,251,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Carnival PLC,4295896208,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,98543,31/12/2018,251,P1Y,Clarity AI,,E,United Kingdom
ACS Actividades de Construccion y Servicios SA,4295889547,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.138,31/12/2016,251,P1Y,Clarity AI,,E,Spain
Evonik Industries AG,5000074393,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1272,31/12/2020,251,P1Y,Clarity AI,,E,Germany
Evonik Industries AG,5000074393,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2408,31/12/2018,251,P1Y,Clarity AI,,E,Germany
Hong Kong and China Gas Co Ltd,4295871290,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,89.2,31/12/2017,251,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Origin Energy Ltd,4295856620,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,28417,31/12/2016,251,P1Y,Clarity AI,,E,Australia
Hong Kong and China Gas Co Ltd,4295871290,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,256.6,31/12/2021,251,P1Y,Clarity AI,31/12/2021 0:00,E,"Hong Kong SAR, China"
Hong Kong and China Gas Co Ltd,4295871290,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,422,31/12/2019,251,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Rieter Holding AG,4295890579,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,11.8,31/12/2016,251,P1Y,Clarity AI,,E,Switzerland
ACS Actividades de Construccion y Servicios SA,4295889547,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.4,31/12/2020,251,P1Y,Clarity AI,,E,Spain
ACS Actividades de Construccion y Servicios SA,4295889547,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,8.549,31/12/2017,251,P1Y,Clarity AI,,E,Spain
Glencore PLC,5034844193,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,349995,31/12/2021,251,P1Y,Clarity AI,31/12/2021 0:00,E,
Kemira Oyj,4295866550,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,84,31/12/2016,251,P1Y,Clarity AI,,E,Finland
Rieter Holding AG,4295890579,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,10.12,31/12/2018,251,P1Y,Clarity AI,31/12/2018 0:00,E,Switzerland
Rieter Holding AG,4295890579,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,12,31/12/2017,251,P1Y,Clarity AI,,E,Switzerland
NWS Holdings Ltd,4295871291,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.008,31/12/2021,251,P1Y,Clarity AI,31/12/2021 0:00,E,"Hong Kong SAR, China"
ACS Actividades de Construccion y Servicios SA,4295889547,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.184,31/12/2018,251,P1Y,Clarity AI,,E,Spain
Origin Energy Ltd,4295856620,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,39095,31/12/2020,251,P1Y,Clarity AI,,E,Australia
NWS Holdings Ltd,4295871291,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.53,31/12/2019,251,P1Y,Clarity AI,31/12/2019 0:00,E,"Hong Kong SAR, China"
Rieter Holding AG,4295890579,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,9.42,31/12/2021,251,P1Y,Clarity AI,31/12/2021 0:00,E,Switzerland
Origin Energy Ltd,4295856620,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,33152,31/12/2021,251,P1Y,Clarity AI,31/12/2021 0:00,E,Australia
Origin Energy Ltd,4295856620,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,45049,31/12/2019,251,P1Y,Clarity AI,,E,Australia
Hong Kong and China Gas Co Ltd,4295871290,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,258,31/12/2020,251,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Hong Kong and China Gas Co Ltd,4295871290,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,98.4,31/12/2016,251,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Origin Energy Ltd,4295856620,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,39329,31/12/2018,251,P1Y,Clarity AI,31/12/2018 0:00,E,Australia
Jeronimo Martins SGPS SA,4295886732,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,37.2,31/12/2021,251,P1Y,Clarity AI,31/12/2021 0:00,E,Portugal
NWS Holdings Ltd,4295871291,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2.7,31/12/2020,251,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Kemira Oyj,4295866550,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,63,31/12/2019,251,P1Y,Clarity AI,,E,Finland
Origin Energy Ltd,4295856620,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,30574,31/12/2017,251,P1Y,Clarity AI,31/12/2017 0:00,E,Australia
Carnival PLC,4295896208,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3614,31/12/2021,251,P1Y,Clarity AI,31/12/2021 0:00,E,United Kingdom
Evonik Industries AG,5000074393,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1200,31/12/2019,251,P1Y,Clarity AI,,E,Germany
Evonik Industries AG,5000074393,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,2826,31/12/2017,251,P1Y,Clarity AI,31/12/2017 0:00,E,Germany
NWS Holdings Ltd,4295871291,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.7,31/12/2017,251,P1Y,Clarity AI,31/12/2017 0:00,E,"Hong Kong SAR, China"
ACS Actividades de Construccion y Servicios SA,4295889547,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1.104,31/12/2021,251,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Carnival PLC,4295896208,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,99622,31/12/2017,251,P1Y,Clarity AI,,E,United Kingdom
Carnival PLC,4295896208,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6000,31/12/2022,251,P1Y,Clarity AI,31/12/2022 0:00,E,United Kingdom
ACS Actividades de Construccion y Servicios SA,4295889547,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.66,31/12/2019,251,P1Y,Clarity AI,,E,Spain
Kemira Oyj,4295866550,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,77,31/12/2017,251,P1Y,Clarity AI,31/12/2017 0:00,E,Finland
Fortis Inc,4295861818,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5125,31/12/2016,250,P1Y,Clarity AI,,E,Canada
Autoneum Holding AG,5001006623,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,133,31/12/2016,250,P1Y,Clarity AI,,E,Switzerland
Sacyr SA,4295889535,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,48.84,31/12/2017,250,P1Y,Clarity AI,31/12/2017 0:00,E,Spain
Drax Group PLC,4295893846,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1087,31/12/2021,250,P1Y,Clarity AI,31/12/2021 0:00,E,United Kingdom
Drax Group PLC,4295893846,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,1588.68,31/12/2019,250,P1Y,Clarity AI,,E,United Kingdom
Autoneum Holding AG,5001006623,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,119,31/12/2020,250,P1Y,Clarity AI,,E,Switzerland
Fortis Inc,4295861818,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4000,31/12/2022,250,P1Y,Clarity AI,31/12/2022 0:00,E,Canada
Enbridge Inc,4295860623,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,120,31/12/2022,250,P1Y,Clarity AI,31/12/2022 0:00,E,Canada
Autoneum Holding AG,5001006623,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,157,31/12/2018,250,P1Y,Clarity AI,31/12/2018 0:00,E,Switzerland
Enagas SA,4295889502,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,16,31/12/2018,250,P1Y,Clarity AI,,E,Spain
Mahindra and Mahindra Ltd,4295872671,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6.978686,31/12/2021,250,P1Y,Clarity AI,31/12/2021 0:00,E,India
Enagas SA,4295889502,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,16,31/12/2017,250,P1Y,Clarity AI,31/12/2017 0:00,E,Spain
Enagas SA,4295889502,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3,31/12/2021,250,P1Y,Clarity AI,31/12/2021 0:00,E,Spain
Fortis Inc,4295861818,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,5000,31/12/2020,250,P1Y,Clarity AI,,E,Canada
Enagas SA,4295889502,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13,31/12/2020,250,P1Y,Clarity AI,,E,Spain
Enbridge Inc,4295860623,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,121,31/12/2021,250,P1Y,Clarity AI,31/12/2021 0:00,E,Canada
Vedanta Ltd,4295872982,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,257676,31/12/2020,250,P1Y,Clarity AI,,E,India
Autoneum Holding AG,5001006623,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,93,31/12/2021,250,P1Y,Clarity AI,31/12/2021 0:00,E,Switzerland
Vedanta Ltd,4295872982,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,219745,31/12/2021,250,P1Y,Clarity AI,31/12/2021 0:00,E,India
Fortis Inc,4295861818,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4682,31/12/2017,250,P1Y,Clarity AI,,E,Canada
Autoneum Holding AG,5001006623,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,155,31/12/2017,250,P1Y,Clarity AI,31/12/2017 0:00,E,Switzerland
CenterPoint Energy Inc,4295912256,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4708,31/12/2022,250,P1Y,Clarity AI,31/12/2022 0:00,E,United States
Fortis Inc,4295861818,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6837,31/12/2018,250,P1Y,Clarity AI,,E,Canada
Fortis Inc,4295861818,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,6000,31/12/2019,250,P1Y,Clarity AI,,E,Canada
Fortis Inc,4295861818,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4000,31/12/2021,250,P1Y,Clarity AI,31/12/2021 0:00,E,Canada
Autoneum Holding AG,5001006623,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,177,31/12/2019,250,P1Y,Clarity AI,31/12/2019 0:00,E,Switzerland
CenterPoint Energy Inc,4295912256,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,4643,31/12/2020,250,P1Y,Clarity AI,,E,United States
Sacyr SA,4295889535,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,689.72,31/12/2020,250,P1Y,Clarity AI,,E,Spain
Drax Group PLC,4295893846,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3017.24,31/12/2020,250,P1Y,Clarity AI,,E,United Kingdom
Enagas SA,4295889502,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,17,31/12/2019,250,P1Y,Clarity AI,,E,Spain
Intesa Sanpaolo SpA,4295875735,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,24,31/12/2021,249,P1Y,Clarity AI,31/12/2021 0:00,E,Italy
Volvo AB,4295890024,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.3,31/12/2017,249,P1Y,Clarity AI,31/12/2017 0:00,E,Sweden
Intesa Sanpaolo SpA,4295875735,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,64,31/12/2017,249,P1Y,Clarity AI,31/12/2017 0:00,E,Italy
China Shineway Pharmaceutical Group Ltd,4295872000,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,3.78,31/12/2020,249,P1Y,Clarity AI,,E,Cayman Islands
Hengan International Group Company Ltd,4295871680,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,72,31/12/2019,249,P1Y,Clarity AI,,E,Cayman Islands
AAC Technologies Holdings Inc,4295871887,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.01147,31/12/2021,249,P1Y,Clarity AI,31/12/2021 0:00,E,Cayman Islands
Walsin Lihwa Corp,4295891078,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,11.2,31/12/2021,249,P1Y,Clarity AI,31/12/2021 0:00,E,"Taiwan, China"
Volvo AB,4295890024,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,13.6,31/12/2018,249,P1Y,Clarity AI,,E,Sweden
Intesa Sanpaolo SpA,4295875735,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,23,31/12/2020,249,P1Y,Clarity AI,,E,Italy
Hengan International Group Company Ltd,4295871680,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,121,31/12/2017,249,P1Y,Clarity AI,,E,Cayman Islands
Acea SpA,4295875677,float,REPORTED,Total amount of SOx emissions emitted in tons.,SOXEMISSIONS,Tons of SOx,0.42,31/12/2017,249,P1Y,Clarity AI,31/12/2017 0:00,E,Italy
